Country,Item,Year,Value
Central African Republic,"Beverages, Fermented",2011,77
Central African Republic,"Beverages, Fermented",2012,77
Central African Republic,"Beverages, Fermented",2013,70
Central African Republic,Bovine Meat,2004,74
Central African Republic,Bovine Meat,2005,76
Central African Republic,Bovine Meat,2006,78
Central African Republic,Bovine Meat,2007,84
Central African Republic,Bovine Meat,2008,81
Central African Republic,Bovine Meat,2009,83
Central African Republic,Bovine Meat,2010,85
Central African Republic,Bovine Meat,2011,88
Central African Republic,Bovine Meat,2012,90
Central African Republic,Bovine Meat,2013,55
Central African Republic,Mutton & Goat Meat,2004,13
Central African Republic,Mutton & Goat Meat,2005,14
Central African Republic,Mutton & Goat Meat,2006,15
Central African Republic,Mutton & Goat Meat,2007,16
Central African Republic,Mutton & Goat Meat,2008,18
Central African Republic,Mutton & Goat Meat,2009,19
Central African Republic,Mutton & Goat Meat,2010,20
Central African Republic,Mutton & Goat Meat,2011,24
Central African Republic,Mutton & Goat Meat,2012,24
Central African Republic,Mutton & Goat Meat,2013,24
Central African Republic,Pigmeat,2004,14
Central African Republic,Pigmeat,2005,14
Central African Republic,Pigmeat,2006,14
Central African Republic,Pigmeat,2007,13
Central African Republic,Pigmeat,2008,17
Central African Republic,Pigmeat,2009,18
Central African Republic,Pigmeat,2010,19
Central African Republic,Pigmeat,2011,18
Central African Republic,Pigmeat,2012,16
Central African Republic,Pigmeat,2013,17
Central African Republic,Poultry Meat,2004,4
Central African Republic,Poultry Meat,2005,4
Central African Republic,Poultry Meat,2006,4
Central African Republic,Poultry Meat,2007,5
Central African Republic,Poultry Meat,2008,5
Central African Republic,Poultry Meat,2009,6
Central African Republic,Poultry Meat,2010,6
Central African Republic,Poultry Meat,2011,6
Central African Republic,Poultry Meat,2012,6
Central African Republic,Poultry Meat,2013,6
Central African Republic,"Meat, Other",2004,24
Central African Republic,"Meat, Other",2005,24
Central African Republic,"Meat, Other",2006,25
Central African Republic,"Meat, Other",2007,25
Central African Republic,"Meat, Other",2008,25
Central African Republic,"Meat, Other",2009,25
Central African Republic,"Meat, Other",2010,31
Central African Republic,"Meat, Other",2011,32
Central African Republic,"Meat, Other",2012,33
Central African Republic,"Meat, Other",2013,33
Central African Republic,"Offals, Edible",2004,12
Central African Republic,"Offals, Edible",2005,13
Central African Republic,"Offals, Edible",2006,13
Central African Republic,"Offals, Edible",2007,14
Central African Republic,"Offals, Edible",2008,14
Central African Republic,"Offals, Edible",2009,14
Central African Republic,"Offals, Edible",2010,15
Central African Republic,"Offals, Edible",2011,15
Central African Republic,"Offals, Edible",2012,15
Central African Republic,"Offals, Edible",2013,15
Central African Republic,"Fats, Animals, Raw",2004,4
Central African Republic,"Fats, Animals, Raw",2005,4
Central African Republic,"Fats, Animals, Raw",2006,4
Central African Republic,"Fats, Animals, Raw",2007,5
Central African Republic,"Fats, Animals, Raw",2008,5
Central African Republic,"Fats, Animals, Raw",2009,5
Central African Republic,"Fats, Animals, Raw",2010,5
Central African Republic,"Fats, Animals, Raw",2011,5
Central African Republic,"Fats, Animals, Raw",2012,5
Central African Republic,"Fats, Animals, Raw",2013,4
Central African Republic,Eggs,2004,2
Central African Republic,Eggs,2005,2
Central African Republic,Eggs,2006,2
Central African Republic,Eggs,2007,2
Central African Republic,Eggs,2008,3
Central African Republic,Eggs,2009,3
Central African Republic,Eggs,2010,3
Central African Republic,Eggs,2011,3
Central African Republic,Eggs,2012,3
Central African Republic,Eggs,2013,3
Central African Republic,Milk - Excluding Butter,2004,66
Central African Republic,Milk - Excluding Butter,2005,67
Central African Republic,Milk - Excluding Butter,2006,68
Central African Republic,Milk - Excluding Butter,2007,73
Central African Republic,Milk - Excluding Butter,2008,71
Central African Republic,Milk - Excluding Butter,2009,72
Central African Republic,Milk - Excluding Butter,2010,75
Central African Republic,Milk - Excluding Butter,2011,77
Central African Republic,Milk - Excluding Butter,2012,80
Central African Republic,Milk - Excluding Butter,2013,62
Central African Republic,Freshwater Fish,2004,23
Central African Republic,Freshwater Fish,2005,25
Central African Republic,Freshwater Fish,2006,27
Central African Republic,Freshwater Fish,2007,29
Central African Republic,Freshwater Fish,2008,31
Central African Republic,Freshwater Fish,2009,33
Central African Republic,Freshwater Fish,2010,35
Central African Republic,Freshwater Fish,2011,35
Central African Republic,Freshwater Fish,2012,32
Central African Republic,Freshwater Fish,2013,30
Central African Republic,Aquatic Plants,2004,0
Central African Republic,Aquatic Plants,2005,0
Central African Republic,Aquatic Plants,2006,0
Central African Republic,Aquatic Plants,2007,0
Central African Republic,Aquatic Plants,2008,0
Central African Republic,Aquatic Plants,2009,0
Central African Republic,Aquatic Plants,2010,0
Central African Republic,Aquatic Plants,2011,0
Central African Republic,Aquatic Plants,2012,0
Central African Republic,Aquatic Plants,2013,0
Chad,Wheat and products,2004,0
Chad,Wheat and products,2005,4
Chad,Wheat and products,2006,2
Chad,Wheat and products,2007,8
Chad,Wheat and products,2008,8
Chad,Wheat and products,2009,11
Chad,Wheat and products,2010,10
Chad,Wheat and products,2011,2
Chad,Wheat and products,2012,23
Chad,Wheat and products,2013,32
Chad,Rice (Milled Equivalent),2004,61
Chad,Rice (Milled Equivalent),2005,99
Chad,Rice (Milled Equivalent),2006,71
Chad,Rice (Milled Equivalent),2007,71
Chad,Rice (Milled Equivalent),2008,113
Chad,Rice (Milled Equivalent),2009,117
Chad,Rice (Milled Equivalent),2010,113
Chad,Rice (Milled Equivalent),2011,115
Chad,Rice (Milled Equivalent),2012,187
Chad,Rice (Milled Equivalent),2013,220
Chad,Maize and products,2004,107
Chad,Maize and products,2005,201
Chad,Maize and products,2006,184
Chad,Maize and products,2007,201
Chad,Maize and products,2008,226
Chad,Maize and products,2009,209
Chad,Maize and products,2010,200
Chad,Maize and products,2011,195
Chad,Maize and products,2012,340
Chad,Maize and products,2013,390
Chad,Millet and products,2004,298
Chad,Millet and products,2005,578
Chad,Millet and products,2006,590
Chad,Millet and products,2007,495
Chad,Millet and products,2008,523
Chad,Millet and products,2009,560
Chad,Millet and products,2010,600
Chad,Millet and products,2011,319
Chad,Millet and products,2012,847
Chad,Millet and products,2013,582
Chad,Sorghum and products,2004,449
Chad,Sorghum and products,2005,583
Chad,Sorghum and products,2006,694
Chad,Sorghum and products,2007,577
Chad,Sorghum and products,2008,685
Chad,Sorghum and products,2009,601
Chad,Sorghum and products,2010,680
Chad,Sorghum and products,2011,648
Chad,Sorghum and products,2012,1172
Chad,Sorghum and products,2013,745
Chad,"Cereals, Other",2004,267
Chad,"Cereals, Other",2005,339
Chad,"Cereals, Other",2006,338
Chad,"Cereals, Other",2007,584
Chad,"Cereals, Other",2008,406
Chad,"Cereals, Other",2009,532
Chad,"Cereals, Other",2010,490
Chad,"Cereals, Other",2011,217
Chad,"Cereals, Other",2012,500
Chad,"Cereals, Other",2013,482
Chad,Cassava and products,2004,328
Chad,Cassava and products,2005,300
Chad,Cassava and products,2006,280
Chad,Cassava and products,2007,250
Chad,Cassava and products,2008,161
Chad,Cassava and products,2009,230
Chad,Cassava and products,2010,231
Chad,Cassava and products,2011,230
Chad,Cassava and products,2012,240
Chad,Cassava and products,2013,250
Chad,Potatoes and products,2004,30
Chad,Potatoes and products,2005,35
Chad,Potatoes and products,2006,45
Chad,Potatoes and products,2007,67
Chad,Potatoes and products,2008,42
Chad,Potatoes and products,2009,50
Chad,Potatoes and products,2010,50
Chad,Potatoes and products,2011,50
Chad,Potatoes and products,2012,52
Chad,Potatoes and products,2013,53
Chad,Sweet potatoes,2004,85
Chad,Sweet potatoes,2005,90
Chad,Sweet potatoes,2006,93
Chad,Sweet potatoes,2007,65
Chad,Sweet potatoes,2008,75
Chad,Sweet potatoes,2009,90
Chad,Sweet potatoes,2010,88
Chad,Sweet potatoes,2011,85
Chad,Sweet potatoes,2012,90
Chad,Sweet potatoes,2013,94
Chad,Yams,2004,237
Chad,Yams,2005,250
Chad,Yams,2006,275
Chad,Yams,2007,320
Chad,Yams,2008,325
Chad,Yams,2009,330
Chad,Yams,2010,415
Chad,Yams,2011,400
Chad,Yams,2012,420
Chad,Yams,2013,430
Chad,"Roots, Other",2004,54
Chad,"Roots, Other",2005,35
Chad,"Roots, Other",2006,30
Chad,"Roots, Other",2007,28
Chad,"Roots, Other",2008,26
Chad,"Roots, Other",2009,33
Chad,"Roots, Other",2010,26
Chad,"Roots, Other",2011,26
Chad,"Roots, Other",2012,27
Chad,"Roots, Other",2013,28
Chad,Sugar cane,2004,334
Chad,Sugar cane,2005,389
Chad,Sugar cane,2006,389
Chad,Sugar cane,2007,390
Chad,Sugar cane,2008,405
Chad,Sugar cane,2009,445
Chad,Sugar cane,2010,380
Chad,Sugar cane,2011,390
Chad,Sugar cane,2012,380
Chad,Sugar cane,2013,390
Chad,Sugar (Raw Equivalent),2004,30
Chad,Sugar (Raw Equivalent),2005,35
Chad,Sugar (Raw Equivalent),2006,35
Chad,Sugar (Raw Equivalent),2007,35
Chad,Sugar (Raw Equivalent),2008,36
Chad,Sugar (Raw Equivalent),2009,40
Chad,Sugar (Raw Equivalent),2010,38
Chad,Sugar (Raw Equivalent),2011,32
Chad,Sugar (Raw Equivalent),2012,35
Chad,Sugar (Raw Equivalent),2013,36
Chad,Honey,2004,1
Chad,Honey,2005,1
Chad,Honey,2006,1
Chad,Honey,2007,1
Chad,Honey,2008,1
Chad,Honey,2009,1
Chad,Honey,2010,1
Chad,Honey,2011,1
Chad,Honey,2012,1
Chad,Honey,2013,1
Chad,Beans,2004,78
Chad,Beans,2005,92
Chad,Beans,2006,90
Chad,Beans,2007,65
Chad,Beans,2008,63
Chad,Beans,2009,80
Chad,Beans,2010,73
Chad,Beans,2011,70
Chad,Beans,2012,71
Chad,Beans,2013,74
Chad,"Pulses, Other and products",2004,45
Chad,"Pulses, Other and products",2005,50
Chad,"Pulses, Other and products",2006,45
Chad,"Pulses, Other and products",2007,46
Chad,"Pulses, Other and products",2008,46
Chad,"Pulses, Other and products",2009,45
Chad,"Pulses, Other and products",2010,49
Chad,"Pulses, Other and products",2011,52
Chad,"Pulses, Other and products",2012,55
Chad,"Pulses, Other and products",2013,58
Chad,Groundnuts (Shelled Eq),2004,315
Chad,Groundnuts (Shelled Eq),2005,315
Chad,Groundnuts (Shelled Eq),2006,315
Chad,Groundnuts (Shelled Eq),2007,156
Chad,Groundnuts (Shelled Eq),2008,282
Chad,Groundnuts (Shelled Eq),2009,260
Chad,Groundnuts (Shelled Eq),2010,280
Chad,Groundnuts (Shelled Eq),2011,290
Chad,Groundnuts (Shelled Eq),2012,260
Chad,Groundnuts (Shelled Eq),2013,290
Chad,Cottonseed,2004,128
Chad,Cottonseed,2005,135
Chad,Cottonseed,2006,75
Chad,Cottonseed,2007,55
Chad,Cottonseed,2008,56
Chad,Cottonseed,2009,30
Chad,Cottonseed,2010,35
Chad,Cottonseed,2011,50
Chad,Cottonseed,2012,55
Chad,Cottonseed,2013,65
Chad,Sesame seed,2004,35
Chad,Sesame seed,2005,35
Chad,Sesame seed,2006,35
Chad,Sesame seed,2007,40
Chad,Sesame seed,2008,39
Chad,Sesame seed,2009,35
Chad,Sesame seed,2010,37
Chad,Sesame seed,2011,37
Chad,Sesame seed,2012,39
Chad,Sesame seed,2013,39
Chad,"Oilcrops, Other",2004,39
Chad,"Oilcrops, Other",2005,39
Chad,"Oilcrops, Other",2006,32
Chad,"Oilcrops, Other",2007,20
Chad,"Oilcrops, Other",2008,24
Chad,"Oilcrops, Other",2009,22
Chad,"Oilcrops, Other",2010,21
Chad,"Oilcrops, Other",2011,21
Chad,"Oilcrops, Other",2012,22
Chad,"Oilcrops, Other",2013,23
Chad,Groundnut Oil,2004,28
Chad,Groundnut Oil,2005,31
Chad,Groundnut Oil,2006,32
Chad,Groundnut Oil,2007,29
Chad,Groundnut Oil,2008,32
Chad,Groundnut Oil,2009,32
Chad,Groundnut Oil,2010,35
Chad,Groundnut Oil,2011,36
Chad,Groundnut Oil,2012,33
Chad,Groundnut Oil,2013,33
Chad,Cottonseed Oil,2004,16
Chad,Cottonseed Oil,2005,13
Chad,Cottonseed Oil,2006,8
Chad,Cottonseed Oil,2007,8
Chad,Cottonseed Oil,2008,9
Chad,Cottonseed Oil,2009,5
Chad,Cottonseed Oil,2010,3
Chad,Cottonseed Oil,2011,4
Chad,Cottonseed Oil,2012,6
Chad,Cottonseed Oil,2013,6
Chad,Onions,2004,25
Chad,Onions,2005,25
Chad,Onions,2006,32
Chad,Onions,2007,16
Chad,Onions,2008,17
Chad,Onions,2009,18
Chad,Onions,2010,18
Chad,Onions,2011,19
Chad,Onions,2012,20
Chad,Onions,2013,22
Chad,"Vegetables, Other",2004,91
Chad,"Vegetables, Other",2005,94
Chad,"Vegetables, Other",2006,112
Chad,"Vegetables, Other",2007,83
Chad,"Vegetables, Other",2008,86
Chad,"Vegetables, Other",2009,88
Chad,"Vegetables, Other",2010,81
Chad,"Vegetables, Other",2011,85
Chad,"Vegetables, Other",2012,87
Chad,"Vegetables, Other",2013,88
Chad,Dates,2004,14
Chad,Dates,2005,14
Chad,Dates,2006,15
Chad,Dates,2007,18
Chad,Dates,2008,19
Chad,Dates,2009,19
Chad,Dates,2010,19
Chad,Dates,2011,20
Chad,Dates,2012,20
Chad,Dates,2013,20
Chad,"Fruits, Other",2004,92
Chad,"Fruits, Other",2005,93
Chad,"Fruits, Other",2006,101
Chad,"Fruits, Other",2007,104
Chad,"Fruits, Other",2008,106
Chad,"Fruits, Other",2009,99
Chad,"Fruits, Other",2010,98
Chad,"Fruits, Other",2011,100
Chad,"Fruits, Other",2012,103
Chad,"Fruits, Other",2013,102
Chad,Beer,2004,9
Chad,Beer,2005,10
Chad,Beer,2006,23
Chad,Beer,2007,27
Chad,Beer,2008,32
Chad,Beer,2009,34
Chad,Beer,2010,37
Chad,Beer,2011,45
Chad,Beer,2012,50
Chad,Beer,2013,55
Chad,"Beverages, Fermented",2004,10
Chad,"Beverages, Fermented",2005,20
Chad,"Beverages, Fermented",2006,20
Chad,"Beverages, Fermented",2007,17
Chad,"Beverages, Fermented",2008,18
Chad,"Beverages, Fermented",2009,19
Chad,"Beverages, Fermented",2010,21
Chad,"Beverages, Fermented",2011,11
Chad,"Beverages, Fermented",2012,29
Chad,"Beverages, Fermented",2013,20
Chad,Bovine Meat,2004,80
Chad,Bovine Meat,2005,82
Chad,Bovine Meat,2006,84
Chad,Bovine Meat,2007,86
Chad,Bovine Meat,2008,89
Chad,Bovine Meat,2009,91
Chad,Bovine Meat,2010,95
Chad,Bovine Meat,2011,97
Chad,Bovine Meat,2012,98
Chad,Bovine Meat,2013,98
Chad,Mutton & Goat Meat,2004,35
Chad,Mutton & Goat Meat,2005,35
Chad,Mutton & Goat Meat,2006,36
Chad,Mutton & Goat Meat,2007,38
Chad,Mutton & Goat Meat,2008,39
Chad,Mutton & Goat Meat,2009,40
Chad,Mutton & Goat Meat,2010,41
Chad,Mutton & Goat Meat,2011,41
Chad,Mutton & Goat Meat,2012,42
Chad,Mutton & Goat Meat,2013,43
Chad,Pigmeat,2004,0
Chad,Pigmeat,2005,0
Chad,Pigmeat,2006,1
Chad,Pigmeat,2007,1
Chad,Pigmeat,2008,1
Chad,Pigmeat,2009,1
Chad,Pigmeat,2010,1
Chad,Pigmeat,2011,1
Chad,Pigmeat,2012,1
Chad,Pigmeat,2013,1
Chad,Poultry Meat,2004,5
Chad,Poultry Meat,2005,5
Chad,Poultry Meat,2006,5
Chad,Poultry Meat,2007,5
Chad,Poultry Meat,2008,5
Chad,Poultry Meat,2009,5
Chad,Poultry Meat,2010,5
Chad,Poultry Meat,2011,5
Chad,Poultry Meat,2012,5
Chad,Poultry Meat,2013,5
Chad,"Meat, Other",2004,5
Chad,"Meat, Other",2005,5
Chad,"Meat, Other",2006,5
Chad,"Meat, Other",2007,5
Chad,"Meat, Other",2008,5
Chad,"Meat, Other",2009,5
Chad,"Meat, Other",2010,6
Chad,"Meat, Other",2011,6
Chad,"Meat, Other",2012,6
Chad,"Meat, Other",2013,6
Chad,"Offals, Edible",2004,22
Chad,"Offals, Edible",2005,22
Chad,"Offals, Edible",2006,23
Chad,"Offals, Edible",2007,24
Chad,"Offals, Edible",2008,24
Chad,"Offals, Edible",2009,25
Chad,"Offals, Edible",2010,26
Chad,"Offals, Edible",2011,26
Chad,"Offals, Edible",2012,27
Chad,"Offals, Edible",2013,27
Chad,"Butter, Ghee",2004,0
Chad,"Butter, Ghee",2005,0
Chad,"Butter, Ghee",2006,0
Chad,"Butter, Ghee",2007,0
Chad,"Butter, Ghee",2008,0
Chad,"Butter, Ghee",2009,0
Chad,"Butter, Ghee",2010,0
Chad,"Butter, Ghee",2011,0
Chad,"Butter, Ghee",2012,0
Chad,"Butter, Ghee",2013,0
Chad,"Fats, Animals, Raw",2004,4
Chad,"Fats, Animals, Raw",2005,4
Chad,"Fats, Animals, Raw",2006,4
Chad,"Fats, Animals, Raw",2007,4
Chad,"Fats, Animals, Raw",2008,4
Chad,"Fats, Animals, Raw",2009,4
Chad,"Fats, Animals, Raw",2010,4
Chad,"Fats, Animals, Raw",2011,4
Chad,"Fats, Animals, Raw",2012,4
Chad,"Fats, Animals, Raw",2013,4
Chad,Eggs,2004,4
Chad,Eggs,2005,4
Chad,Eggs,2006,4
Chad,Eggs,2007,4
Chad,Eggs,2008,4
Chad,Eggs,2009,4
Chad,Eggs,2010,4
Chad,Eggs,2011,4
Chad,Eggs,2012,4
Chad,Eggs,2013,4
Chad,Milk - Excluding Butter,2004,239
Chad,Milk - Excluding Butter,2005,243
Chad,Milk - Excluding Butter,2006,249
Chad,Milk - Excluding Butter,2007,255
Chad,Milk - Excluding Butter,2008,260
Chad,Milk - Excluding Butter,2009,266
Chad,Milk - Excluding Butter,2010,272
Chad,Milk - Excluding Butter,2011,276
Chad,Milk - Excluding Butter,2012,277
Chad,Milk - Excluding Butter,2013,277
Chad,Freshwater Fish,2004,60
Chad,Freshwater Fish,2005,55
Chad,Freshwater Fish,2006,50
Chad,Freshwater Fish,2007,45
Chad,Freshwater Fish,2008,40
Chad,Freshwater Fish,2009,40
Chad,Freshwater Fish,2010,50
Chad,Freshwater Fish,2011,60
Chad,Freshwater Fish,2012,60
Chad,Freshwater Fish,2013,60
Congo,Rice (Milled Equivalent),2004,1
Congo,Rice (Milled Equivalent),2005,1
Congo,Rice (Milled Equivalent),2006,1
Congo,Rice (Milled Equivalent),2007,1
Congo,Rice (Milled Equivalent),2008,1
Congo,Rice (Milled Equivalent),2009,1
Congo,Rice (Milled Equivalent),2010,1
Congo,Rice (Milled Equivalent),2011,1
Congo,Rice (Milled Equivalent),2012,1
Congo,Rice (Milled Equivalent),2013,1
Congo,Maize and products,2004,9
Congo,Maize and products,2005,9
Congo,Maize and products,2006,9
Congo,Maize and products,2007,10
Congo,Maize and products,2008,10
Congo,Maize and products,2009,10
Congo,Maize and products,2010,11
Congo,Maize and products,2011,12
Congo,Maize and products,2012,13
Congo,Maize and products,2013,14
Congo,Millet and products,2004,11
Congo,Millet and products,2005,10
Congo,Millet and products,2006,9
Congo,Millet and products,2007,9
Congo,Millet and products,2008,10
Congo,Millet and products,2009,10
Congo,Millet and products,2010,11
Congo,Millet and products,2011,11
Congo,Millet and products,2012,12
Congo,Millet and products,2013,14
Congo,"Cereals, Other",2004,3
Congo,"Cereals, Other",2005,2
Congo,"Cereals, Other",2006,2
Congo,"Cereals, Other",2007,2
Congo,"Cereals, Other",2008,2
Congo,"Cereals, Other",2009,2
Congo,"Cereals, Other",2010,2
Congo,"Cereals, Other",2011,2
Congo,"Cereals, Other",2012,2
Congo,"Cereals, Other",2013,2
Congo,Cassava and products,2004,932
Congo,Cassava and products,2005,1007
Congo,Cassava and products,2006,1072
Congo,Cassava and products,2007,1140
Congo,Cassava and products,2008,1196
Congo,Cassava and products,2009,1231
Congo,Cassava and products,2010,1149
Congo,Cassava and products,2011,1150
Congo,Cassava and products,2012,1200
Congo,Cassava and products,2013,1250
Congo,Potatoes and products,2004,4
Congo,Potatoes and products,2005,4
Congo,Potatoes and products,2006,4
Congo,Potatoes and products,2007,5
Congo,Potatoes and products,2008,5
Congo,Potatoes and products,2009,5
Congo,Potatoes and products,2010,5
Congo,Potatoes and products,2011,5
Congo,Potatoes and products,2012,6
Congo,Potatoes and products,2013,6
Congo,Sweet potatoes,2004,6
Congo,Sweet potatoes,2005,7
Congo,Sweet potatoes,2006,7
Congo,Sweet potatoes,2007,6
Congo,Sweet potatoes,2008,6
Congo,Sweet potatoes,2009,6
Congo,Sweet potatoes,2010,8
Congo,Sweet potatoes,2011,8
Congo,Sweet potatoes,2012,9
Congo,Sweet potatoes,2013,9
Congo,Yams,2004,11
Congo,Yams,2005,12
Congo,Yams,2006,12
Congo,Yams,2007,13
Congo,Yams,2008,13
Congo,Yams,2009,14
Congo,Yams,2010,14
Congo,Yams,2011,15
Congo,Yams,2012,15
Congo,Yams,2013,16
Congo,"Roots, Other",2004,41
Congo,"Roots, Other",2005,40
Congo,"Roots, Other",2006,41
Congo,"Roots, Other",2007,38
Congo,"Roots, Other",2008,40
Congo,"Roots, Other",2009,51
Congo,"Roots, Other",2010,55
Congo,"Roots, Other",2011,56
Congo,"Roots, Other",2012,57
Congo,"Roots, Other",2013,58
Congo,Sugar cane,2004,617
Congo,Sugar cane,2005,617
Congo,Sugar cane,2006,550
Congo,Sugar cane,2007,540
Congo,Sugar cane,2008,565
Congo,Sugar cane,2009,600
Congo,Sugar cane,2010,650
Congo,Sugar cane,2011,650
Congo,Sugar cane,2012,650
Congo,Sugar cane,2013,650
Congo,Sugar (Raw Equivalent),2004,64
Congo,Sugar (Raw Equivalent),2005,63
Congo,Sugar (Raw Equivalent),2006,67
Congo,Sugar (Raw Equivalent),2007,59
Congo,Sugar (Raw Equivalent),2008,56
Congo,Sugar (Raw Equivalent),2009,73
Congo,Sugar (Raw Equivalent),2010,73
Congo,Sugar (Raw Equivalent),2011,63
Congo,Sugar (Raw Equivalent),2012,48
Congo,Sugar (Raw Equivalent),2013,74
Congo,Beans,2004,4
Congo,Beans,2005,4
Congo,Beans,2006,4
Congo,Beans,2007,4
Congo,Beans,2008,4
Congo,Beans,2009,4
Congo,Beans,2010,4
Congo,Beans,2011,4
Congo,Beans,2012,4
Congo,Beans,2013,4
Congo,Peas,2004,6
Congo,Peas,2005,6
Congo,Peas,2006,6
Congo,Peas,2007,5
Congo,Peas,2008,6
Congo,Peas,2009,6
Congo,Peas,2010,6
Congo,Peas,2011,6
Congo,Peas,2012,7
Congo,Peas,2013,7
Congo,Groundnuts (Shelled Eq),2004,16
Congo,Groundnuts (Shelled Eq),2005,16
Congo,Groundnuts (Shelled Eq),2006,16
Congo,Groundnuts (Shelled Eq),2007,17
Congo,Groundnuts (Shelled Eq),2008,20
Congo,Groundnuts (Shelled Eq),2009,20
Congo,Groundnuts (Shelled Eq),2010,20
Congo,Groundnuts (Shelled Eq),2011,20
Congo,Groundnuts (Shelled Eq),2012,22
Congo,Groundnuts (Shelled Eq),2013,23
Congo,Coconuts - Incl Copra,2004,3
Congo,Coconuts - Incl Copra,2005,3
Congo,Coconuts - Incl Copra,2006,4
Congo,Coconuts - Incl Copra,2007,3
Congo,Coconuts - Incl Copra,2008,4
Congo,Coconuts - Incl Copra,2009,3
Congo,Coconuts - Incl Copra,2010,3
Congo,Coconuts - Incl Copra,2011,3
Congo,Coconuts - Incl Copra,2012,4
Congo,Coconuts - Incl Copra,2013,4
Congo,Sesame seed,2004,0
Congo,Sesame seed,2005,0
Congo,Sesame seed,2006,0
Congo,Sesame seed,2007,0
Congo,Sesame seed,2008,0
Congo,Sesame seed,2009,0
Congo,Sesame seed,2010,0
Congo,Sesame seed,2011,0
Congo,Sesame seed,2012,0
Congo,Sesame seed,2013,0
Congo,Palm kernels,2004,3
Congo,Palm kernels,2005,3
Congo,Palm kernels,2006,5
Congo,Palm kernels,2007,5
Congo,Palm kernels,2008,5
Congo,Palm kernels,2009,5
Congo,Palm kernels,2010,5
Congo,Palm kernels,2011,5
Congo,Palm kernels,2012,5
Congo,Palm kernels,2013,5
Congo,"Oilcrops, Other",2004,4
Congo,"Oilcrops, Other",2005,4
Congo,"Oilcrops, Other",2006,3
Congo,"Oilcrops, Other",2007,3
Congo,"Oilcrops, Other",2008,4
Congo,"Oilcrops, Other",2009,3
Congo,"Oilcrops, Other",2010,3
Congo,"Oilcrops, Other",2011,3
Congo,"Oilcrops, Other",2012,4
Congo,"Oilcrops, Other",2013,4
Congo,Groundnut Oil,2004,2
Congo,Groundnut Oil,2005,2
Congo,Groundnut Oil,2006,2
Congo,Groundnut Oil,2007,3
Congo,Groundnut Oil,2008,3
Congo,Groundnut Oil,2009,3
Congo,Groundnut Oil,2010,3
Congo,Groundnut Oil,2011,3
Congo,Groundnut Oil,2012,3
Congo,Groundnut Oil,2013,3
Congo,Palm Oil,2004,18
Congo,Palm Oil,2005,19
Congo,Palm Oil,2006,25
Congo,Palm Oil,2007,25
Congo,Palm Oil,2008,25
Congo,Palm Oil,2009,25
Congo,Palm Oil,2010,25
Congo,Palm Oil,2011,26
Congo,Palm Oil,2012,26
Congo,Palm Oil,2013,26
Congo,"Oilcrops Oil, Other",2004,0
Congo,"Oilcrops Oil, Other",2005,0
Congo,"Oilcrops Oil, Other",2006,0
Congo,"Oilcrops Oil, Other",2007,0
Congo,"Oilcrops Oil, Other",2008,0
Congo,"Oilcrops Oil, Other",2009,0
Congo,"Oilcrops Oil, Other",2010,0
Congo,"Oilcrops Oil, Other",2011,1
Congo,"Oilcrops Oil, Other",2012,1
Congo,"Oilcrops Oil, Other",2013,1
Congo,Tomatoes and products,2004,3
Congo,Tomatoes and products,2005,3
Congo,Tomatoes and products,2006,4
Congo,Tomatoes and products,2007,3
Congo,Tomatoes and products,2008,3
Congo,Tomatoes and products,2009,4
Congo,Tomatoes and products,2010,4
Congo,Tomatoes and products,2011,4
Congo,Tomatoes and products,2012,4
Congo,Tomatoes and products,2013,4
Congo,Onions,2004,1
Congo,Onions,2005,1
Congo,Onions,2006,1
Congo,Onions,2007,1
Congo,Onions,2008,1
Congo,Onions,2009,1
Congo,Onions,2010,1
Congo,Onions,2011,1
Congo,Onions,2012,1
Congo,Onions,2013,1
Congo,"Vegetables, Other",2004,99
Congo,"Vegetables, Other",2005,102
Congo,"Vegetables, Other",2006,112
Congo,"Vegetables, Other",2007,110
Congo,"Vegetables, Other",2008,115
Congo,"Vegetables, Other",2009,122
Congo,"Vegetables, Other",2010,134
Congo,"Vegetables, Other",2011,135
Congo,"Vegetables, Other",2012,139
Congo,"Vegetables, Other",2013,138
Congo,"Oranges, Mandarines",2004,5
Congo,"Oranges, Mandarines",2005,5
Congo,"Oranges, Mandarines",2006,5
Congo,"Oranges, Mandarines",2007,5
Congo,"Oranges, Mandarines",2008,5
Congo,"Oranges, Mandarines",2009,5
Congo,"Oranges, Mandarines",2010,5
Congo,"Oranges, Mandarines",2011,6
Congo,"Oranges, Mandarines",2012,6
Congo,"Oranges, Mandarines",2013,6
Congo,"Lemons, Limes and products",2004,4
Congo,"Lemons, Limes and products",2005,4
Congo,"Lemons, Limes and products",2006,4
Congo,"Lemons, Limes and products",2007,4
Congo,"Lemons, Limes and products",2008,4
Congo,"Lemons, Limes and products",2009,4
Congo,"Lemons, Limes and products",2010,4
Congo,"Lemons, Limes and products",2011,5
Congo,"Lemons, Limes and products",2012,6
Congo,"Lemons, Limes and products",2013,6
Congo,Grapefruit and products,2004,4
Congo,Grapefruit and products,2005,4
Congo,Grapefruit and products,2006,4
Congo,Grapefruit and products,2007,4
Congo,Grapefruit and products,2008,4
Congo,Grapefruit and products,2009,4
Congo,Grapefruit and products,2010,4
Congo,Grapefruit and products,2011,5
Congo,Grapefruit and products,2012,5
